Sysname,model,source,description
TIJMTX-BCN1015-CA,7750,10.190.0.0,7x50_Standard_IPMEAN_port_queues
TIJMTX-BCN1015-CB,7750,10.190.0.1,7x50_Standard_IPMEAN_port_queues
TIJGTA-IUSTB00956-WA,7750,10.190.0.10,7x50_Standard_IPMEAN_port_queues
CULMTX-CUL011-CA,7750,10.190.0.100,7x50_Standard_IPMEAN_port_queues
CULMTX-CUL011-CB,7750,10.190.0.101,7x50_Standard_IPMEAN_port_queues
DIAMAN-CUL008-GA,7750,10.190.0.102,7x50_Standard_IPMEAN_port_queues
TV_AZT-CUL003-GA,7750,10.190.0.103,7x50_Standard_IPMEAN_port_queues
INDEPE-CUL002-GA,7750,10.190.0.104,7x50_Standard_IPMEAN_port_queues
CULGTA-IUSTB00921-WA,7750,10.190.0.105,7x50_Standard_IPMEAN_port_queues
MAZMTX-MAZ220-GA,7750,10.190.0.106,7x50_Standard_IPMEAN_port_queues
SOVADO-MAZ224-GA,7750,10.190.0.107,7x50_Standard_IPMEAN_port_queues
ZAPATA-MAZ222-GA,7750,10.190.0.108,7x50_Standard_IPMEAN_port_queues
GUAYMA-GUY480-GA,7750,10.190.0.109,7x50_Standard_IPMEAN_port_queues
OBRMTX-CDO531-GA,7750,10.190.0.110,7x50_Standard_IPMEAN_port_queues
MAGIST-GML120-GA,7750,10.190.0.111,7x50_Standard_IPMEAN_port_queues
MAZGTA-IUSTB00920-WA,7750,10.190.0.112,7x50_Standard_IPMEAN_port_queues
MOCMTX-LML169-GA,7750,10.190.0.113,7x50_Standard_IPMEAN_port_queues
VILSOL-LML167-GA,7750,10.190.0.114,7x50_Standard_IPMEAN_port_queues
NAVOJO-NVJ468-GA,7750,10.190.0.115,7x50_Standard_IPMEAN_port_queues
GUYGTA-IUSTB00925-WA,7750,10.190.0.117,7x50_Standard_IPMEAN_port_queues
NOGALE-NOG001-GA,7750,10.190.0.118,7x50_Standard_IPMEAN_port_queues
OBRGTA-IUSTB00924-WA,7750,10.190.0.119,7x50_Standard_IPMEAN_port_queues
HERMTX-HMO404-GA,7750,10.190.0.120,7x50_Standard_IPMEAN_port_queues
CULTUR-HMO437-GA,7750,10.190.0.121,7x50_Standard_IPMEAN_port_queues
NAVGTA-IUSTB00923-WA,7750,10.190.0.122,7x50_Standard_IPMEAN_port_queues
LAZCAR-HMO403-GA,7750,10.190.0.123,7x50_Standard_IPMEAN_port_queues
MCHGTA-IUSTB00934-WA,7750,10.190.0.124,7x50_Standard_IPMEAN_port_queues
LOMLIN-HMO400-GA,7750,10.190.0.126,7x50_Standard_IPMEAN_port_queues
GUAGTA-IUSTB00922-WA,7750,10.190.0.127,7x50_Standard_IPMEAN_port_queues
KINO-HMO429-GA,7750,10.190.0.128,7x50_Standard_IPMEAN_port_queues
NOGGTA-IUSTB00928-WA,7750,10.190.0.129,7x50_Standard_IPMEAN_port_queues
HERGTA-IUSTB00926-WA,7750,10.190.0.132,7x50_Standard_IPMEAN_port_queues
STAGTA-IUSTB00927-WA,7750,10.190.0.139,7x50_Standard_IPMEAN_port_queues
PPEGTA-IUSTB00935-WA,7750,10.190.0.140,7x50_Standard_IPMEAN_port_queues
CABALL-BCN1009-GA,7750,10.190.0.15,7x50_Standard_IPMEAN_port_queues
CULMTX-CUL011-EA,7750,10.190.0.151,7x50_Standard_IPMEAN_port_queues
CULMTX-CUL011-EB,7750,10.190.0.152,7x50_Standard_IPMEAN_port_queues
CULMTX-CUL011-SA,7450,10.190.0.153,7x50_Standard_IPMEAN_port_queues
CULMTX-CUL011-SB,7450,10.190.0.154,7x50_Standard_IPMEAN_port_queues
MORTVA-BCN1028-GA,7750,10.190.0.16,7x50_Standard_IPMEAN_port_queues
CUL-R20-EA,7750,10.190.0.160,7x50_Standard_IPMEAN_port_queues
CUL-R20-EB,7750,10.190.0.161,7x50_Standard_IPMEAN_port_queues
HER-R10-EA,7750,10.190.0.164,7x50_Standard_IPMEAN_port_queues
HER-R10-EB,7750,10.190.0.165,7x50_Standard_IPMEAN_port_queues
CBS-R11-EA,7750,10.190.0.168,7x50_Standard_IPMEAN_port_queues
CBS-R11-EB,7750,10.190.0.169,7x50_Standard_IPMEAN_port_queues
MELGTA-IUSTB00933-WA,7750,10.190.0.17,7x50_Standard_IPMEAN_port_queues
REVOLU-BCN1042-GA,7750,10.190.0.2,7x50_Standard_IPMEAN_port_queues
TIJMTX-BCN1015-EA,7750,10.190.0.20,7x50_Standard_IPMEAN_port_queues
CHIMTX-CHI100-CA,7750,10.190.0.200,7x50_Standard_IPMEAN_port_queues
PASITO-CHI106-GA,7750,10.190.0.202,7x50_Standard_IPMEAN_port_queues
FRESNO-CHI117-GA,7750,10.190.0.207,7x50_Standard_IPMEAN_port_queues
CHIGTA-IUSTB00930-WA,7750,10.190.0.208,7x50_Standard_IPMEAN_port_queues
TORMTX-TOR250-CA,7750,10.190.0.209,7x50_Standard_IPMEAN_port_queues
TIJMTX-BCN1015-EB,7750,10.190.0.21,7x50_Standard_IPMEAN_port_queues
TORMTX-TOR250-CB,7750,10.190.0.210,7x50_Standard_IPMEAN_port_queues
GOMPAL-TOR253-GA,7750,10.190.0.211,7x50_Standard_IPMEAN_port_queues
PARIND-TOR265-GA,7750,10.190.0.212,7x50_Standard_IPMEAN_port_queues
AIRSOU-TOR256-GA,7750,10.190.0.213,7x50_Standard_IPMEAN_port_queues
BOLONI-TOR261-GA,7750,10.190.0.214,7x50_Standard_IPMEAN_port_queues
MOCGTA-IUSTB00931-WA,7750,10.190.0.215,7x50_Standard_IPMEAN_port_queues
CGOGTA-IUSTB00967-WA,7750,10.190.0.216,7x50_Standard_IPMEAN_port_queues
PARGTA-IUSTB00968-WA,7750,10.190.0.217,7x50_Standard_IPMEAN_port_queues
SOUCEN-TOR251-GA,7750,10.190.0.218,7x50_Standard_IPMEAN_port_queues
GOMGTA-IUSTB00939-WA,7750,10.190.0.219,7x50_Standard_IPMEAN_port_queues
ENSGTA-IUSTB0098-WA,7750,10.190.0.22,7x50_Standard_IPMEAN_port_queues
PARRAL-HGP375-GA,7750,10.190.0.220,7x50_Standard_IPMEAN_port_queues
JUAMTX-JUA002-CA,7750,10.190.0.221,7x50_Standard_IPMEAN_port_queues
JUAMTX-JUA002-CB,7750,10.190.0.222,7x50_Standard_IPMEAN_port_queues
SANLUC-JUA011-GA,7750,10.190.0.223,7x50_Standard_IPMEAN_port_queues
GRANJE-JUA008-GA,7750,10.190.0.224,7x50_Standard_IPMEAN_port_queues
EASCEN-JUA009-GA,7750,10.190.0.225,7x50_Standard_IPMEAN_port_queues
PRADER-JUA035-GA,7750,10.190.0.226,7x50_Standard_IPMEAN_port_queues
FRAVIL-DGO604-GA,7750,10.190.0.227,7x50_Standard_IPMEAN_port_queues
DURMTX-DGO602-GA,7750,10.190.0.228,7x50_Standard_IPMEAN_port_queues
TVAZTE-DGO600-GA,7750,10.190.0.229,7x50_Standard_IPMEAN_port_queues
ENSENA-BCN1051-GA,7750,10.190.0.23,7x50_Standard_IPMEAN_port_queues
JERGTA-IUSTB00929-WA,7750,10.190.0.233,7x50_Standard_IPMEAN_port_queues
DURGTA-IUSTB00900-WA,7750,10.190.0.234,7x50_Standard_IPMEAN_port_queues
TORMTX-TOR250-EA,7750,10.190.0.235,7x50_Standard_IPMEAN_port_queues
TORMTX-TOR250-EB,7750,10.190.0.236,7x50_Standard_IPMEAN_port_queues
TORMTX-TOR250-SA,7450,10.190.0.237,7x50_Standard_IPMEAN_port_queues
TORMTX-TOR250-SB,7450,10.190.0.238,7x50_Standard_IPMEAN_port_queues
JUAGTA-IUSTB00960-WA,7750,10.190.0.239,7x50_Standard_IPMEAN_port_queues
TECGTA-IUSTB00932-WA,7750,10.190.0.24,7x50_Standard_IPMEAN_port_queues
CHIMTX-CHI100-EA,7750,10.190.0.245,7x50_Standard_IPMEAN_port_queues
CHIMTX-CHI100-EB,7750,10.190.0.246,7x50_Standard_IPMEAN_port_queues
CHIMTX-CHI100-SA,7450,10.190.0.247,7x50_Standard_IPMEAN_port_queues
CHIMTX-CHI100-SB,7450,10.190.0.248,7x50_Standard_IPMEAN_port_queues
TECATE-BCN1037-GA,7750,10.190.0.25,7x50_Standard_IPMEAN_port_queues
TORGTA-IUSTB00940-WA,7750,10.190.0.252,7x50_Standard_IPMEAN_port_queues
SRLGTA-IUSTB00989-WA,7750,10.190.0.26,7x50_Standard_IPMEAN_port_queues
LCAMTX-BCS1003-CA,7750,10.190.0.30,7x50_Standard_IPMEAN_port_queues
LCAMTX-BCS1003-CB,7750,10.190.0.31,7x50_Standard_IPMEAN_port_queues
TIJMTX-BCN1015-SA,7450,10.190.0.32,7x50_Standard_IPMEAN_port_queues
TIJMTX-BCN1015-SB,7450,10.190.0.33,7x50_Standard_IPMEAN_port_queues
PAZIND-BCS1015-GA,7750,10.190.0.37,7x50_Standard_IPMEAN_port_queues
GTALAP-IUSTB00988-WA,7750,10.190.0.38,7x50_Standard_IPMEAN_port_queues
OTAY-BCN1051-GA,7750,10.190.0.4,7x50_Standard_IPMEAN_port_queues
CABSLU-BCS1012-GA,7750,10.190.0.41,7x50_Standard_IPMEAN_port_queues
LDSGTA-IUSTB00957-WA,7750,10.190.0.42,7x50_Standard_IPMEAN_port_queues
LCAMTX-BCS1003-EA,7750,10.190.0.49,7x50_Standard_IPMEAN_port_queues
LCAMTX-BCS1003-EB,7750,10.190.0.50,7x50_Standard_IPMEAN_port_queues
LCAMTX-BCS1003-SA,7450,10.190.0.51,7x50_Standard_IPMEAN_port_queues
LCAMTX-BCS1003-SB,7450,10.190.0.52,7x50_Standard_IPMEAN_port_queues
TIJ-M5-CA,7750,10.190.0.54,7x50_Standard_IPMEAN_port_queues
TIJ-M5-CB,7750,10.190.0.55,7x50_Standard_IPMEAN_port_queues
TIJ-M5-EA,7750,10.190.0.56,7x50_Standard_IPMEAN_port_queues
TIJ-M5-EB,7750,10.190.0.57,7x50_Standard_IPMEAN_port_queues
FLORID-BCN1070-GA,7750,10.190.0.6,7x50_Standard_IPMEAN_port_queues
ALAMOS-BCN1043-GA,7750,10.190.0.7,7x50_Standard_IPMEAN_port_queues
PALMAS-BCN1065-GA,7750,10.190.0.8,7x50_Standard_IPMEAN_port_queues
MARMOL-BCN1044-GA,7750,10.190.0.9,7x50_Standard_IPMEAN_port_queues
JUAMTX-JUA002-EA,7750,10.190.1.0,7x50_Standard_IPMEAN_port_queues
JUAMTX-JUA002-EB,7750,10.190.1.1,7x50_Standard_IPMEAN_port_queues
IUSATE-TMP4008-GA,7750,10.190.1.100,7x50_Standard_IPMEAN_port_queues
LASFUE-TMP4017-GA,7750,10.190.1.102,7x50_Standard_IPMEAN_port_queues
MATAMO-TMP4011-GA,7750,10.190.1.104,7x50_Standard_IPMEAN_port_queues
SALUAC-COA4025-GA,7750,10.190.1.107,7x50_Standard_IPMEAN_port_queues
VICGTA-IUSTB00986-WA,7750,10.190.1.110,7x50_Standard_IPMEAN_port_queues
CDVICT-CVM330-GA,7750,10.190.1.111,7x50_Standard_IPMEAN_port_queues
LAJGTA-IUSTB00961-WA,7750,10.190.1.113,7x50_Standard_IPMEAN_port_queues
MONGTA-IUSTB00936-WA,7750,10.190.1.114,7x50_Standard_IPMEAN_port_queues
MONCLO-COA4012L-GA,7750,10.190.1.115,7x50_Standard_IPMEAN_port_queues
PNEGTA-IUSTB00897-WA,7750,10.190.1.117,7x50_Standard_IPMEAN_port_queues
PIENEG-NVL4038-GA,7750,10.190.1.119,7x50_Standard_IPMEAN_port_queues
ALTGTA-IUSTB00902-WA,7750,10.190.1.121,7x50_Standard_IPMEAN_port_queues
SABGTA-IUSTB00937-WA,7750,10.190.1.122,7x50_Standard_IPMEAN_port_queues
TAMMTX-TAMREP011-CA,7750,10.190.1.124,7x50_Standard_IPMEAN_port_queues
TAMMTX-TAMREP011-CB,7750,10.190.1.125,7x50_Standard_IPMEAN_port_queues
TAMMTX-TAMREP011-EA,7750,10.190.1.128,7x50_Standard_IPMEAN_port_queues
TAMMTX-TAMREP011-EB,7750,10.190.1.129,7x50_Standard_IPMEAN_port_queues
TAMMTX-TAMREP011-SA,7450,10.190.1.130,7x50_Standard_IPMEAN_port_queues
TAMMTX-TAMREP011-SB,7450,10.190.1.131,7x50_Standard_IPMEAN_port_queues
GUEGTA-IUSTB00978-WA,7750,10.190.1.134,7x50_Standard_IPMEAN_port_queues
MTY-M4-CA,7750,10.190.1.138,7x50_Standard_IPMEAN_port_queues
MTY-M4-CB,7750,10.190.1.139,7x50_Standard_IPMEAN_port_queues
MTY-M4-EA,7750,10.190.1.140,7x50_Standard_IPMEAN_port_queues
MTY-M4-EB,7750,10.190.1.141,7x50_Standard_IPMEAN_port_queues
NLD-R12-EA,7750,10.190.1.142,7x50_Standard_IPMEAN_port_queues
NLD-R12-EB,7750,10.190.1.143,7x50_Standard_IPMEAN_port_queues
REY-R15-EA,7750,10.190.1.146,7x50_Standard_IPMEAN_port_queues
REY-R15-EB,7750,10.190.1.147,7x50_Standard_IPMEAN_port_queues
GDLMTX-JAL5075-CA,7750,10.190.1.150,7x50_Standard_IPMEAN_port_queues
TLAQUE-JAL5084-GA,7750,10.190.1.152,7x50_Standard_IPMEAN:nc_queue_only_when_QG_applied
GDLCEN-JAL5019-GA,7750,10.190.1.153,7x50_Standard_IPMEAN_port_queues
MEZQUI-JAL5101-GA,7750,10.190.1.154,7x50_Standard_IPMEAN:nc_queue_only_when_QG_applied
PROVID-JAL5084-GA,7750,10.190.1.155,7x50_Standard_IPMEAN_port_queues
FRESNO-JAL5055-GA,7750,10.190.1.156,7x50_Standard_IPMEAN_port_queues
STAMAR-GUA035H-GA,7750,10.190.1.157,7x50_Standard_IPMEAN:nc_queue_only_when_QG_applied
TIJERA-JAL5060-GA,7750,10.190.1.158,7x50_Standard_IPMEAN:nc_queue_only_when_QG_applied
FUENTE-JAL5085-GA,7750,10.190.1.159,7x50_Standard_IPMEAN:nc_queue_only_when_QG_applied
INGLAT-JAL5100-GA,7750,10.190.1.160,7x50_Standard_IPMEAN:nc_queue_only_when_QG_applied
CRZSUR-JAL5099-GA,7750,10.190.1.161,7x50_Standard_IPMEAN:nc_queue_only_when_QG_applied
AUDITO-JAL5091-GA,7750,10.190.1.163,7x50_Standard_IPMEAN_port_queues
VALREA-JAL5092-GA,7750,10.190.1.165,7x50_Standard_IPMEAN:nc_queue_only_when_QG_applied
PATRIA-JAL5077-GA,7750,10.190.1.166,7x50_Standard_IPMEAN:nc_queue_only_when_QG_applied
GDLGTA-IUSTB00951-WA,7750,10.190.1.167,7x50_Standard_IPMEAN_port_queues
GDLMTX-JAL5075-SA,7450,10.190.1.170,7x50_Standard_IPMEAN_port_queues
GDLMTX-JAL5075-SB,7450,10.190.1.171,7x50_Standard_IPMEAN_port_queues
PVAGTA-IUSTB00953-WA,7750,10.190.1.174,7x50_Standard_IPMEAN_port_queues
TEPGTA-IUSTB00964-WA,7750,10.190.1.176,7x50_Standard_IPMEAN_port_queues
ROCIOM-COL5002-GA,7750,10.190.1.177,7x50_Standard_IPMEAN_port_queues
COLGTA-IUSTB00950-WA,7750,10.190.1.178,7x50_Standard_IPMEAN_port_queues
COLCEN-COL5017-GA,7750,10.190.1.179,7x50_Standard_IPMEAN_port_queues
MORGTA-MICH5022-WA,7750,10.190.1.181,7x50_Standard_IPMEAN_port_queues
TOREO-MICH5032-GA,7750,10.190.1.182,7x50_Standard_IPMEAN_port_queues
COSMOS-MOR007-GA,7750,10.190.1.183,7x50_Standard_IPMEAN_port_queues
LASALU-MICH5022-GA,7750,10.190.1.184,7x50_Standard_IPMEAN_port_queues
SIELEO-MOR003H-GA,7750,10.190.1.185,7x50_Standard_IPMEAN_port_queues
LCAGTA-IUSTB00948-WA,7750,10.190.1.186,7x50_Standard_IPMEAN_port_queues
LAZCA5-MICH5027-GA,7750,10.190.1.187,7x50_Standard_IPMEAN_port_queues
PUEVA1-JAL5012-GA,7750,10.190.1.194,7x50_Standard_IPMEAN_port_queues
TEPTVA-NAY5009-GA,7750,10.190.1.195,7x50_Standard_IPMEAN_port_queues
JUAMTX-JUA002-SA,7450,10.190.1.2,7x50_Standard_IPMEAN_port_queues
LALOMA-JAL5059-GA,7750,10.190.1.206,7x50_Standard_IPMEAN:nc_queue_only_when_QG_applied
MANGTA-IUSTB00966-WA,7750,10.190.1.209,7x50_Standard_IPMEAN_port_queues
TEPIC2-IUSTB00952-WA,7750,10.190.1.211,7x50_Standard_IPMEAN_port_queues
GDL-M3-CA,7750,10.190.1.214,7x50_Standard_IPMEAN_port_queues
GDL-M3-CB,7750,10.190.1.215,7x50_Standard_IPMEAN_port_queues
GDL-M3-EA,7750,10.190.1.216,7x50_Standard_IPMEAN_port_queues
OCOTLAN-WA,7750,10.190.1.219,7x50_Standard_IPMEAN_port_queues
URUAPAN-WA,7750,10.190.1.220,7x50_Standard_IPMEAN_port_queues
CARDENAS-WA,7750,10.190.1.222,7x50_Standard_IPMEAN_port_queues
CARDENAS-TAB8007-GA,7750,10.190.1.223,7x50_Standard_IPMEAN_port_queues
JUAMTX-JUA002-SB,7450,10.190.1.3,7x50_Standard_IPMEAN_port_queues
CHI-R9-EA,7750,10.190.1.4,7x50_Standard_IPMEAN_port_queues
CHI-R9-EB,7750,10.190.1.5,7x50_Standard_IPMEAN_port_queues
MONTER-NVL4038-CA,7750,10.190.1.50,7x50_Standard_IPMEAN_port_queues
MONTER-NVL4038-CB,7750,10.190.1.51,7x50_Standard_IPMEAN_port_queues
MONTER-NVL4038-EB,7750,10.190.1.55,7x50_Standard_IPMEAN_port_queues
MONTER-NVL4038-SA,7450,10.190.1.56,7x50_Standard_IPMEAN_port_queues
MONTER-NVL4038-SB,7450,10.190.1.57,7x50_Standard_IPMEAN_port_queues
MTYGTA-IUSTB00959-WA,7750,10.190.1.60,7x50_Standard_IPMEAN_port_queues
DIVNOR-NVL4031-GA,7750,10.190.1.61,7x50_Standard_IPMEAN_port_queues
LAFE-NVL4049-GA,7750,10.190.1.63,7x50_Standard_IPMEAN_port_queues
OTOMI-NVL4040-GA,7750,10.190.1.64,7x50_Standard_IPMEAN_port_queues
MONTER-NVL4038-IEA,7750,10.190.1.65,7x50_Standard_IPMEAN_port_queues
NUEMOR-NVL4052-GA,7750,10.190.1.67,7x50_Standard_IPMEAN_port_queues
PENGUE-NVL4064-GA,7750,10.190.1.70,7x50_Standard_IPMEAN_port_queues
DIEDIA-NVL4032-GA,7750,10.190.1.71,7x50_Standard_IPMEAN_port_queues
CINTER-NVL4093-GA,7750,10.190.1.72,7x50_Standard_IPMEAN_port_queues
HUMLOB-NVL4039-GA,7750,10.190.1.73,7x50_Standard_IPMEAN_port_queues
JUAREZ-NVL4022-GA,7750,10.190.1.75,7x50_Standard_IPMEAN_port_queues
HUINAL-NVL4053-GA,7750,10.190.1.76,7x50_Standard_IPMEAN_port_queues
APODAC-NVL4069-GA,7750,10.190.1.78,7x50_Standard_IPMEAN_port_queues
JRZ-R8-EA,7750,10.190.1.8,7x50_Standard_IPMEAN_port_queues
POIUNE-MTYMTX-GA,7750,10.190.1.82,7x50_Standard_IPMEAN_port_queues
ZONCEN-NVL4034-GA,7750,10.190.1.83,7x50_Standard_IPMEAN_port_queues
VASCON-MTY049-GA,7750,10.190.1.84,7x50_Standard_IPMEAN_port_queues
TAMGTA-IUSTB00902-WA,7750,10.190.1.85,7x50_Standard_IPMEAN_port_queues
PUEIND-TAM017-GA,7750,10.190.1.86,7x50_Standard_IPMEAN_port_queues
CANGAR-TAM003-GA,7750,10.190.1.87,7x50_Standard_IPMEAN_port_queues
MANDIA-TAM009-GA,7750,10.190.1.88,7x50_Standard_IPMEAN_port_queues
MARTOL-TAM006-GA,7750,10.190.1.89,7x50_Standard_IPMEAN_port_queues
JRZ-R8-EB,7750,10.190.1.9,7x50_Standard_IPMEAN_port_queues
SABINA-IUSTB00937-GA,7750,10.190.1.90,7x50_Standard_IPMEAN_port_queues
CRYCLU-TAM010-GA,7750,10.190.1.94,7x50_Standard_IPMEAN_port_queues
ZAPATE-TMP4010-GA,7750,10.190.1.95,7x50_Standard_IPMEAN_port_queues
FIDVEL-TMP4039-GA,7750,10.190.1.97,7x50_Standard_IPMEAN_port_queues
LEOMTX-GUJ6030-CA,7750,10.190.2.0,7x50_Standard_IPMEAN_port_queues
LEOMTX-GUJ6030-CB,7750,10.190.2.1,7x50_Standard_IPMEAN_port_queues
PUEMTX-PUE7020-CA,7750,10.190.2.100,7x50_Standard_IPMEAN_port_queues
PUEMTX-PUE7020-CB,7750,10.190.2.101,7x50_Standard_IPMEAN_port_queues
MIRADO-PUE7054-GA,7750,10.190.2.102,7x50_Standard_IPMEAN_port_queues
PUEPAZ-PUE7013-GA,7750,10.190.2.103,7x50_Standard_IPMEAN_port_queues
NODOEC-PUE7014-GA,7750,10.190.2.104,7x50_Standard_IPMEAN_port_queues
MEXI68-PUE7014-GA,7750,10.190.2.105,7x50_Standard_IPMEAN_port_queues
BRITAN-PUE7045-GA,7750,10.190.2.106,7x50_Standard_IPMEAN_port_queues
UDLA-PUE7039-GA,7750,10.190.2.107,7x50_Standard_IPMEAN_port_queues
PUEJUA-PUE7051-GA,7750,10.190.2.108,7x50_Standard_IPMEAN_port_queues
DELMOR-GUJ6049-GA,7750,10.190.2.11,7x50_Standard_IPMEAN_port_queues
PUEGTA-IUSTB00969-WA,7750,10.190.2.110,7x50_Standard_IPMEAN_port_queues
PUEMTX-PUE7020-EA,7750,10.190.2.111,7x50_Standard_IPMEAN_port_queues
PUEMTX-PUE7020-EB,7750,10.190.2.112,7x50_Standard_IPMEAN_port_queues
PUEMTX-PUE7020-SA,7450,10.190.2.113,7x50_Standard_IPMEAN_port_queues
PUEMTX-PUE7020-SB,7450,10.190.2.114,7x50_Standard_IPMEAN_port_queues
TEMGTA-IUSTB00980-WA,7750,10.190.2.117,7x50_Standard_IPMEAN_port_queues
ORIGTA-IUSTB00901-WA,7750,10.190.2.118,7x50_Standard_IPMEAN_port_queues
ORIZAB-VER7030-GA,7750,10.190.2.119,7x50_Standard_IPMEAN_port_queues
VALSOL-LEO004H-GA,7750,10.190.2.12,7x50_Standard_IPMEAN_port_queues
VERGTA-IUSTB00963-WA,7750,10.190.2.121,7x50_Standard_IPMEAN_port_queues
JALAP1-VER7010-GA,7750,10.190.2.122,7x50_Standard_IPMEAN_port_queues
FERROC-VER7008-GA,7750,10.190.2.124,7x50_Standard_IPMEAN_port_queues
FIESTA-VER7069-GA,7750,10.190.2.125,7x50_Standard_IPMEAN_port_queues
POZCEN-VER7039-GA,7750,10.190.2.126,7x50_Standard_IPMEAN_port_queues
MEDPER-VER7021-GA,7750,10.190.2.127,7x50_Standard_IPMEAN_port_queues
BRISAS-VER7144-GA,7750,10.190.2.128,7x50_Standard_IPMEAN_port_queues
BUGAMB-GUJ6032-GA,7750,10.190.2.13,7x50_Standard_IPMEAN_port_queues
PZRGTA-IUSTB00962-WA,7750,10.190.2.130,7x50_Standard_IPMEAN_port_queues
MINATI-IUSTB00970-WA,7750,10.190.2.132,7x50_Standard_IPMEAN_port_queues
