Sysname,model,source,description
COAGTA-IUSTB00990-WA,7750,10.190.2.133,7x50_Standard_IPMEAN_port_queues
JUILE-IUSTB00901-WA,7750,10.190.2.135,7x50_Standard_IPMEAN_port_queues
SALCRU-IUSTB00942-GA,7750,10.190.2.137,7x50_Standard_IPMEAN_port_queues
SACGTA-IUSTB00898-WA,7750,10.190.2.138,7x50_Standard_IPMEAN_port_queues
OAXAC2-OAX7002-GA,7750,10.190.2.139,7x50_Standard_IPMEAN_port_queues
FORTIN-OAX7005-GA,7750,10.190.2.140,7x50_Standard_IPMEAN_port_queues
HUATUL-OAX7047-GA,7750,10.190.2.141,7x50_Standard_IPMEAN_port_queues
CANTRE-VER7054-GA,7750,10.190.2.142,7x50_Standard_IPMEAN_port_queues
CUAUHT-ACA016HC-GA,7750,10.190.2.143,7x50_Standard_IPMEAN_port_queues
LOSLIR-GUE7016H-GA,7750,10.190.2.144,7x50_Standard_IPMEAN_port_queues
MEGREN-ACA001HC-GA,7750,10.190.2.145,7x50_Standard_IPMEAN_port_queues
ARRSEC-ACA006H-GA,7750,10.190.2.146,7x50_Standard_IPMEAN_port_queues
ACAGTA-IUSTB00898-WA,7750,10.190.2.147,7x50_Standard_IPMEAN_port_queues
ACAMTX-ACAMTX-CA,7750,10.190.2.150,7x50_Standard_IPMEAN_port_queues
ACAMTX-ACAMTX-CB,7750,10.190.2.151,7x50_Standard_IPMEAN_port_queues
OAXGTA-IUSTB00981-WA,7750,10.190.2.154,7x50_Standard_IPMEAN_port_queues
LASBRI-GUJ6069-GA,7750,10.190.2.16,7x50_Standard_IPMEAN_port_queues
ACAMTX-ACAMTX-EA,7750,10.190.2.175,7x50_Standard_IPMEAN_port_queues
ACAMTX-ACAMTX-EB,7750,10.190.2.176,7x50_Standard_IPMEAN_port_queues
ACAMTX-ACAMTX-SA,7450,10.190.2.177,7x50_Standard_IPMEAN_port_queues
ACAMTX-ACAMTX-SB,7450,10.190.2.178,7x50_Standard_IPMEAN_port_queues
ACSMTX-BB019-GA,7750,10.190.2.18,7x50_Standard_IPMEAN_port_queues
TEHUAC-PUE7026-GA,7750,10.190.2.180,7x50_Standard_IPMEAN_port_queues
ELABUE-VER7027-GA,7750,10.190.2.182,7x50_Standard_IPMEAN_port_queues
ZIHGTA-GUE7041-WA,7750,10.190.2.184,7x50_Standard_IPMEAN_port_queues
CIUDAD-GUJ6020-GA,7750,10.190.2.19,7x50_Standard_IPMEAN_port_queues
HUATUL-IUSTB00991-WA,7750,10.190.2.190,7x50_Standard_IPMEAN_port_queues
PUE-R4-EA,7750,10.190.2.191,7x50_Standard_IPMEAN_port_queues
PUE-R4-EB,7750,10.190.2.192,7x50_Standard_IPMEAN_port_queues
VER-R18-EA,7750,10.190.2.193,7x50_Standard_IPMEAN_port_queues
VER-R18-EB,7750,10.190.2.194,7x50_Standard_IPMEAN_port_queues
VER-R18-GA-A,7750,10.190.2.195,7x50_Standard_IPMEAN_port_queues
VER-R18-GA-B,7750,10.190.2.196,7x50_Standard_IPMEAN_port_queues
LATORR-GUJ6035-GA,7750,10.190.2.20,7x50_Standard_IPMEAN_port_queues
MERMTX-YUC8012-CA,7750,10.190.2.200,7x50_Standard_IPMEAN_port_queues
MERMTX-YUC8012-CB,7750,10.190.2.201,7x50_Standard_IPMEAN_port_queues
VHGTAC-IUSTB00974-WA,7750,10.190.2.202,7x50_Standard_IPMEAN_port_queues
VIHMTX-TAB8018-CA,7750,10.190.2.203,7x50_Standard_IPMEAN_port_queues
VIHMTX-TAB8018-CB,7750,10.190.2.204,7x50_Standard_IPMEAN_port_queues
ALAME6-GUJ6061-GA,7750,10.190.2.21,7x50_Standard_IPMEAN_port_queues
MALGTA-IUSTB00971-WA,7750,10.190.2.210,7x50_Standard_IPMEAN_port_queues
MAMGTA-IUSTB00973-WA,7750,10.190.2.211,7x50_Standard_IPMEAN_port_queues
TUXGTA-IUSTB00982-WA,7750,10.190.2.212,7x50_Standard_IPMEAN_port_queues
MERCCO-YUC8004-GA,7750,10.190.2.213,7x50_Standard_IPMEAN_port_queues
PASMON-YUC8014-GA,7750,10.190.2.214,7x50_Standard_IPMEAN_port_queues
MECTRO-YUC8025-GA,7750,10.190.2.215,7x50_Standard_IPMEAN_port_queues
PZADOR-YUC8022-GA,7750,10.190.2.217,7x50_Standard_IPMEAN_port_queues
FRAMON-YUC8005-GA,7750,10.190.2.218,7x50_Standard_IPMEAN_port_queues
CLUGOL-GUJ6051-GA,7750,10.190.2.22,7x50_Standard_IPMEAN_port_queues
TERAN-CHP8031-GA,7750,10.190.2.220,7x50_Standard_IPMEAN_port_queues
CAMGTA-IUSTB00977-WA,7750,10.190.2.221,7x50_Standard_IPMEAN_port_queues
CARGTA-IUSTB00984-WA,7750,10.190.2.223,7x50_Standard_IPMEAN_port_queues
DELCAR-ROO8062-GA,7750,10.190.2.224,7x50_Standard_IPMEAN_port_queues
ESCGTA-IUSTB00983-WA,7750,10.190.2.225,7x50_Standard_IPMEAN_port_queues
ESCARC-CAM8009-GA,7750,10.190.2.226,7x50_Standard_IPMEAN_port_queues
TICGTA-IUSTB00975-WA,7750,10.190.2.227,7x50_Standard_IPMEAN_port_queues
TUXCOL-CHP8001-GA,7750,10.190.2.228,7x50_Standard_IPMEAN_port_queues
CHEGTA-IUSTB00985-WA,7750,10.190.2.229,7x50_Standard_IPMEAN_port_queues
CHETUM-ROO7013-GA,7750,10.190.2.230,7x50_Standard_IPMEAN_port_queues
TUXMXT-TUXMTX-GA,7750,10.190.2.231,7x50_Standard_IPMEAN_port_queues
TAPCOL-CHP8028-GA,7750,10.190.2.232,7x50_Standard_IPMEAN_port_queues
LAUREL-CHP8022-GA,7750,10.190.2.233,7x50_Standard_IPMEAN_port_queues
CANGTA-IUSTB00944-WA,7750,10.190.2.234,7x50_Standard_IPMEAN_port_queues
TULIPA-CHP8023-GA,7750,10.190.2.235,7x50_Standard_IPMEAN_port_queues
MERMTX-YUC8012-EA,7750,10.190.2.238,7x50_Standard_IPMEAN_port_queues
MERMTX-YUC8012-EB,7750,10.190.2.239,7x50_Standard_IPMEAN_port_queues
PERSEO-AGS6014-GA,7750,10.190.2.24,7x50_Standard_IPMEAN_port_queues
MERMTX-YUC8012-SA,7450,10.190.2.240,7x50_Standard_IPMEAN_port_queues
MERMTX-YUC8012-SB,7450,10.190.2.241,7x50_Standard_IPMEAN_port_queues
MERGTA-IUSTB00976-WA,7750,10.190.2.249,7x50_Standard_IPMEAN_port_queues
ESPANA-SLP6003-GA,7750,10.190.2.25,7x50_Standard_IPMEAN_port_queues
CANMTX-ROO8018-CA,7750,10.190.2.250,7x50_Standard_IPMEAN_port_queues
CANMTX-ROO8018-CB,7750,10.190.2.251,7x50_Standard_IPMEAN_port_queues
CAMPES-AGS6006-GA,7750,10.190.2.26,7x50_Standard_IPMEAN_port_queues
ACSGTA-BB019-WA,7750,10.190.2.27,7x50_Standard_IPMEAN_port_queues
GUADPE-GPE6006-GA,7750,10.190.2.28,7x50_Standard_IPMEAN_port_queues
ZACGTA-ZAC6006-WA,7750,10.190.2.29,7x50_Standard_IPMEAN_port_queues
SLPMTX-SLP162H-GA,7750,10.190.2.31,7x50_Standard_IPMEAN_port_queues
IGNMAR-SLP151H-GA,7750,10.190.2.32,7x50_Standard_IPMEAN_port_queues
LASHAD-AGS6012-GA,7750,10.190.2.33,7x50_Standard_IPMEAN_port_queues
ALAMIT-SLP6017-GA,7750,10.190.2.34,7x50_Standard_IPMEAN_port_queues
TINREV-QRO102-GA,7750,10.190.2.36,7x50_Standard_IPMEAN_port_queues
TECNOL-QUE6009-GA,7750,10.190.2.38,7x50_Standard_IPMEAN_port_queues
JARDIN-QUE6015-GA,7750,10.190.2.39,7x50_Standard_IPMEAN_port_queues
SANJUA-QUE6008-GA,7750,10.190.2.40,7x50_Standard_IPMEAN_port_queues
SANPAB-QUE6017-GA,7750,10.190.2.41,7x50_Standard_IPMEAN_port_queues
ALLEND-GUJ6059-GA,7750,10.190.2.64,7x50_Standard_IPMEAN_port_queues
SNMIAL-GUJ6033-GA,7750,10.190.2.66,7x50_Standard_IPMEAN_port_queues
QRO-R7-EA,7750,10.190.2.68,7x50_Standard_IPMEAN_port_queues
QRO-R7-EB,7750,10.190.2.69,7x50_Standard_IPMEAN_port_queues
LEO-R3-EA,7750,10.190.2.72,7x50_Standard_IPMEAN_port_queues
LEO-R3-EB,7750,10.190.2.73,7x50_Standard_IPMEAN_port_queues
ZAC-R21-EB,7750,10.190.2.81,7x50_Standard_IPMEAN_port_queues
ZAC-R21-GA-A,7750,10.190.2.82,7x50_Standard_IPMEAN_port_queues
ZAC-R21-GA-B,7750,10.190.2.83,7x50_Standard_IPMEAN_port_queues
SANJUANDELOSLAGOS-WA,7750,10.190.2.84,7x50_Standard_IPMEAN_port_queues
SNJUALA-JAL5031S-GA,7750,10.190.2.85,7x50_Standard_IPMEAN_port_queues
SALAMANCA-WA,7750,10.190.2.86,7x50_Standard_IPMEAN_port_queues
VILLAF-GUJ6111-GA,7750,10.190.2.87,7x50_Standard_IPMEAN_port_queues
ZAMORA-WA,7750,10.190.2.88,7x50_Standard_IPMEAN_port_queues
SILAO-WA,7750,10.190.2.90,7x50_Standard_IPMEAN_port_queues
SNMIGAL-GUJ6033-WA,7750,10.190.2.92,7x50_Standard_IPMEAN_port_queues
APIZACO-PUE7073-WA,7750,10.190.2.94,7x50_Standard_IPMEAN_port_queues
APIZACO-TLAX7005-GA,7750,10.190.2.95,7x50_Standard_IPMEAN_port_queues
PZR-R14-EA,7750,10.190.2.96,7x50_Standard_IPMEAN_port_queues
PZR-R14-EB,7750,10.190.2.97,7x50_Standard_IPMEAN_port_queues
PZR-R14-GA-A,7750,10.190.2.98,7x50_Standard_IPMEAN_port_queues
PZR-R14-GA-B,7750,10.190.2.99,7x50_Standard_IPMEAN_port_queues
PCGTAC-IUSTB00943-WA,7750,10.190.3.0,7x50_Standard_IPMEAN_port_queues
PLACAR-ROO8017-GA,7750,10.190.3.1,7x50_Standard_IPMEAN_port_queues
VIHMTX-TAB8018-SA,7450,10.190.3.10,7x50_Standard_IPMEAN_port_queues
PANTIT-MEX118H-CA,7750,10.190.3.100,7x50_Standard_IPMEAN_port_queues
ALBOLI-MEX9700-CA,7750,10.190.3.101,7x50_Standard_IPMEAN_port_queues
CAMARA-MEX9220-GA,7750,10.190.3.102,7x50_Standard_IPMEAN_port_queues
LINDAV-MEX9075-GA,7750,10.190.3.103,7x50_Standard_IPMEAN_port_queues
PELICA-MEX9265-GA,7750,10.190.3.104,7x50_Standard_IPMEAN_port_queues
BENJUA-MEX9297-GA,7750,10.190.3.105,7x50_Standard_IPMEAN_port_queues
NARVAR-MEX9230-GA,7750,10.190.3.106,7x50_Standard_IPMEAN_port_queues
LA-PAZ-MEX9163-GA,7750,10.190.3.107,7x50_Standard_IPMEAN_port_queues
LOSREY-MEX9207-GA,7750,10.190.3.108,7x50_Standard_IPMEAN_port_queues
RIOFRI-MEX115-GA,7750,10.190.3.109,7x50_Standard_IPMEAN_port_queues
VIHMTX-TAB8018-SB,7450,10.190.3.11,7x50_Standard_IPMEAN_port_queues
IZTAPA-MEX116H-GA,7750,10.190.3.110,7x50_Standard_IPMEAN_port_queues
TAXQUE-MEX9113-GA,7750,10.190.3.111,7x50_Standard_IPMEAN_port_queues
MIRAMO-MEX9251-GA,7750,10.190.3.112,7x50_Standard_IPMEAN_port_queues
AZTNOV-MEX174-GA,7750,10.190.3.113,7x50_Standard_IPMEAN_port_queues
CABJUA-MEX9066-GA,7750,10.190.3.114,7x50_Standard_IPMEAN_port_queues
NEZA-MEX9079-GA,7750,10.190.3.115,7x50_Standard_IPMEAN_port_queues
TLAHUA-MEX9170-GA,7750,10.190.3.116,7x50_Standard_IPMEAN_port_queues
TULYEH-MEX9169-GA,7750,10.190.3.117,7x50_Standard_IPMEAN_port_queues
CULHUA-MEX9091-GA,7750,10.190.3.118,7x50_Standard_IPMEAN_port_queues
CHURUB-MEX9028-GA,7750,10.190.3.119,7x50_Standard_IPMEAN_port_queues
MAQUEV-MEX9289-GA,7750,10.190.3.120,7x50_Standard_IPMEAN_port_queues
PEDRSU-MEX089-GA,7750,10.190.3.121,7x50_Standard_IPMEAN_port_queues
FUEBRO-MEX155H-GA,7750,10.190.3.123,7x50_Standard_IPMEAN_port_queues
TORUNE-MEX9544-GA,7750,10.190.3.124,7x50_Standard_IPMEAN_port_queues
NEXTEN-MEX056-GA,7750,10.190.3.125,7x50_Standard_IPMEAN_port_queues
LASOLE-MEX9161-GA,7750,10.190.3.126,7x50_Standard_IPMEAN_port_queues
TECAMA-MEX9115-GA,7750,10.190.3.127,7x50_Standard_IPMEAN_port_queues
ANAHUA-MEX1089-GA,7750,10.190.3.128,7x50_Standard_IPMEAN_port_queues
CUAJIM-MEX9084-GA,7750,10.190.3.129,7x50_Standard_IPMEAN_port_queues
AZCAPO-MEX9011-GA,7750,10.190.3.130,7x50_Standard_IPMEAN_port_queues
ECHEGA-MEX9184-GA,7750,10.190.3.131,7x50_Standard_IPMEAN_port_queues
CLAVER-MEX9047-GA,7750,10.190.3.132,7x50_Standard_IPMEAN_port_queues
HIPODR-MEX9039-GA,7750,10.190.3.133,7x50_Standard_IPMEAN_port_queues
LARAZA-MEX9119-GA,7750,10.190.3.135,7x50_Standard_IPMEAN_port_queues
ALAMED-MEX9117-GA,7750,10.190.3.137,7x50_Standard_IPMEAN_port_queues
ROMNTE-HMEX0172-GA,7750,10.190.3.138,7x50_Standard_IPMEAN_port_queues
CONDES-MEX9062-GA,7750,10.190.3.139,7x50_Standard_IPMEAN_port_queues
ALBOLI-MEX9700-EA,7750,10.190.3.140,7x50_Standard_IPMEAN_port_queues
CUERN1-MORL9025-GA,7750,10.190.3.141,7x50_Standard_IPMEAN_port_queues
CAPUFE-MORL9022-GA,7750,10.190.3.142,7x50_Standard_IPMEAN_port_queues
CUERN2-MORL9004-GA,7750,10.190.3.143,7x50_Standard_IPMEAN_port_queues
ZODIAC-MORL9021-GA,7750,10.190.3.145,7x50_Standard_IPMEAN_port_queues
CUERN3-MORL9006-GA,7750,10.190.3.146,7x50_Standard_IPMEAN_port_queues
VABGTA-IUSTB00947-WA,7750,10.190.3.147,7x50_Standard_IPMEAN_port_queues
TECPAC-HID9005-GA,7750,10.190.3.149,7x50_Standard_IPMEAN_port_queues
NUEHID-HID9012-GA,7750,10.190.3.150,7x50_Standard_IPMEAN_port_queues
VILALA-HID9014-GA,7750,10.190.3.151,7x50_Standard_IPMEAN_port_queues
CUBIUS-HID9002-GA,7750,10.190.3.152,7x50_Standard_IPMEAN_port_queues
TEPEY-HID9071-GA,7750,10.190.3.153,7x50_Standard_IPMEAN_port_queues
TOLBUE-MEX9295-SA,7450,10.190.3.154,7x50_Standard_IPMEAN_port_queues
TOLBUE-MEX9295-SB,7450,10.190.3.155,7x50_Standard_IPMEAN_port_queues
TOLBUE-MEX9295-EA,7750,10.190.3.156,7x50_Standard_IPMEAN_port_queues
TOLBUE-MEX9295-EB,7750,10.190.3.157,7x50_Standard_IPMEAN_port_queues
AREMEX-MEX9851-GA,7750,10.190.3.164,7x50_Standard_IPMEAN_port_queues
CANMTX-ROO8018-EA,7750,10.190.3.17,7x50_Standard_IPMEAN_port_queues
CANMTX-ROO8018-EB,7750,10.190.3.18,7x50_Standard_IPMEAN_port_queues
CANMTX-ROO8018-SA,7450,10.190.3.19,7x50_Standard_IPMEAN_port_queues
CANMTX-ROO8018-SB,7450,10.190.3.20,7x50_Standard_IPMEAN_port_queues
TLALNE-MEX9226-SA,7450,10.190.3.209,7x50_Standard_IPMEAN_port_queues
TLALNE-MEX9226-SB,7450,10.190.3.210,7x50_Standard_IPMEAN_port_queues
TOLBUE-MEX9295-IEA,7750,10.190.3.213,7x50_Standard_IPMEAN_port_queues
SANFCO-MEX9238-GA,7750,10.190.3.214,7x50_Standard_IPMEAN_port_queues
MCSXOC-MEX506H-GA,7750,10.190.3.216,7x50_Standard_IPMEAN_port_queues
TOLBUE-MEX9295-SC,7450,10.190.3.218,7x50_Standard_IPMEAN_port_queues
TOLBUE-MEX9295-SD,7450,10.190.3.219,7x50_Standard_IPMEAN_port_queues
LEGARIA-MEX9076-GA,7750,10.190.3.230,7x50_Standard_IPMEAN_port_queues
NEWMAN-GA,7750,10.190.3.232,7x50_Standard_IPMEAN_port_queues
MEX-M1-CB,7750,10.190.3.233,7x50_Standard_IPMEAN_port_queues
MEX-M1-EA,7750,10.190.3.234,7x50_Standard_IPMEAN_port_queues
MEX-M1-EB,7750,10.190.3.235,7x50_Standard_IPMEAN_port_queues
REV-M2-EA,7750,10.190.3.238,7x50_Standard_IPMEAN_port_queues
REV-M2-EB,7750,10.190.3.239,7x50_Standard_IPMEAN_port_queues
TOL-R6-EA,7750,10.190.3.240,7x50_Standard_IPMEAN_port_queues
TOL-R6-EB,7750,10.190.3.241,7x50_Standard_IPMEAN_port_queues
MEX-M1-CA,7750,10.190.3.246,7x50_Standard_IPMEAN_port_queues
MER-M6-CA,7750,10.190.3.26,7x50_Standard_IPMEAN_port_queues
MER-M6-CB,7750,10.190.3.27,7x50_Standard_IPMEAN_port_queues
MER-M6-EA,7750,10.190.3.28,7x50_Standard_IPMEAN_port_queues
MER-M6-EB,7750,10.190.3.29,7x50_Standard_IPMEAN_port_queues
VHE-R19-EA,7750,10.190.3.30,7x50_Standard_IPMEAN_port_queues
VHE-R19-EB,7750,10.190.3.31,7x50_Standard_IPMEAN_port_queues
CUN-R2-EA,7750,10.190.3.34,7x50_Standard_IPMEAN_port_queues
CUN-R2-EB,7750,10.190.3.35,7x50_Standard_IPMEAN_port_queues
VALLADOLID-WA,7750,10.190.3.38,7x50_Standard_IPMEAN_port_queues
VALLADO-YUC8002-GA,7750,10.190.3.39,7x50_Standard_IPMEAN_port_queues
TOLUCI-MEX9227-GA,7750,10.190.3.49,7x50_Standard_IPMEAN_port_queues
TOLBUE-MEX9295-CA,7750,10.190.3.50,7x50_Standard_IPMEAN_port_queues
TOLBUE-MEX9295-CB,7750,10.190.3.51,7x50_Standard_IPMEAN_port_queues
VILLAV-MEX9322-GA,7750,10.190.3.52,7x50_Standard_IPMEAN_port_queues
SEMINA-MEX9110-GA,7750,10.190.3.53,7x50_Standard_IPMEAN_port_queues
TOLUCA2-MEX9167-GA,7750,10.190.3.54,7x50_Standard_IPMEAN_port_queues
PROVID-MEX9103-GA,7750,10.190.3.55,7x50_Standard_IPMEAN_port_queues
ATENCO-MEX9285-GA,7750,10.190.3.56,7x50_Standard_IPMEAN_port_queues
TOTOLT-MEX9268-GA,7750,10.190.3.57,7x50_Standard_IPMEAN_port_queues
VIHMTX-TAB8018-EA,7750,10.190.3.6,7x50_Standard_IPMEAN_port_queues
STAFE1-MEX9192-CA,7750,10.190.3.60,7x50_Standard_IPMEAN_port_queues
STAFE1-MEX9192-CB,7750,10.190.3.61,7x50_Standard_IPMEAN_port_queues
STAFE1-MEX9192-GA,7750,10.190.3.62,7x50_Standard_IPMEAN_port_queues
ALVOBR-MEX9224-GA,7750,10.190.3.63,7x50_Standard_IPMEAN_port_queues
COYOAC-MEX9053-GA,7750,10.190.3.65,7x50_Standard_IPMEAN_port_queues
DELVAL-MEX9027-GA,7750,10.190.3.66,7x50_Standard_IPMEAN_port_queues
SANCOS-MEX9190-GA,7750,10.190.3.68,7x50_Standard_IPMEAN_port_queues
MELOCA-MEX9242-GA,7750,10.190.3.69,7x50_Standard_IPMEAN_port_queues
VIHMTX-TAB8018-EB,7750,10.190.3.7,7x50_Standard_IPMEAN_port_queues
HORACI-MEX9040-GA,7750,10.190.3.70,7x50_Standard_IPMEAN_port_queues
VISHER-MEX9018-GA,7750,10.190.3.71,7x50_Standard_IPMEAN_port_queues
SANGEL-MEX200-GA,7750,10.190.3.73,7x50_Standard_IPMEAN_port_queues
SANJER-MEX9080-GA,7750,10.190.3.74,7x50_Standard_IPMEAN_port_queues
PEDREG-MEX9064-GA,7750,10.190.3.75,7x50_Standard_IPMEAN_port_queues
CTOAZT-MEX9035-GA,7750,10.190.3.76,7x50_Standard_IPMEAN_port_queues
TEPEPA-MEX9228-GA,7750,10.190.3.78,7x50_Standard_IPMEAN_port_queues
ELHUES-MEX9061-GA,7750,10.190.3.79,7x50_Standard_IPMEAN_port_queues
TLALNE-MEX9226-CA,7750,10.190.3.80,7x50_Standard_IPMEAN_port_queues
TLALNE-MEX9226-CB,7750,10.190.3.81,7x50_Standard_IPMEAN_port_queues
CUAIZC-MEX9164-GA,7750,10.190.3.82,7x50_Standard_IPMEAN_port_queues
BOSLAG-MEX9296-GA,7750,10.190.3.83,7x50_Standard_IPMEAN_port_queues
BALCON-MEX9308-GA,7750,10.190.3.84,7x50_Standard_IPMEAN_port_queues
STAMON-MEX9283-GA,7750,10.190.3.85,7x50_Standard_IPMEAN_port_queues
SATELI-MEX9111-GA,7750,10.190.3.86,7x50_Standard_IPMEAN_port_queues
LOMVER-MEX9060-GA,7750,10.190.3.87,7x50_Standard_IPMEAN_port_queues
BARRIE-MEX0307-GA,7750,10.190.3.88,7x50_Standard_IPMEAN_port_queues
COACAL-MEX9059-GA,7750,10.190.3.89,7x50_Standard_IPMEAN_port_queues
ECATEP-MEX9182-GA,7750,10.190.3.90,7x50_Standard_IPMEAN_port_queues
LASAME-MEX9012-GA,7750,10.190.3.91,7x50_Standard_IPMEAN_port_queues
VERGEL-MEX121-GA,7750,10.190.3.92,7x50_Standard_IPMEAN_port_queues
TLALNE-MEX9226-GA,7750,10.190.3.93,7x50_Standard_IPMEAN_port_queues
CHIQUI-MEXIN028-GA,7750,10.190.3.94,7x50_Standard_IPMEAN_port_queues
XALOST-MEX220-GA,7750,10.190.3.95,7x50_Standard_IPMEAN_port_queues
ARAGON-MEX9301-GA,7750,10.190.3.96,7x50_Standard_IPMEAN_port_queues
PANTIT-MEX118H-GA,7750,10.190.3.97,7x50_Standard_IPMEAN_port_queues
OLIPAD-IUSTB00945-WA,7750,10.190.3.99,7x50_Standard_IPMEAN_port_queues
GUANAJUATO-WA,7750,10.190.4.106,7x50_Standard_IPMEAN_port_queues
MXGUAIRA0241RTCORE01,7750,10.190.4.124,7x50_Standard_IPMEAN_port_queues
ACA-R1-EA,7750,10.190.4.127,7x50_Standard_IPMEAN_port_queues
ACA-R1-EB,7750,10.190.4.128,7x50_Standard_IPMEAN_port_queues
ACA-R1-GA-A,7750,10.190.4.129,7x50_Standard_IPMEAN_port_queues
ACA-R1-GA-B,7750,10.190.4.130,7x50_Standard_IPMEAN_port_queues
REFTULA-HID9001-WA,7750,10.190.4.132,7x50_Standard_IPMEAN_port_queues
YAUTEPE-MEX9005-WA,7750,10.190.4.134,7x50_Standard_IPMEAN_port_queues
TORDIA-DIFCHT6125-GA,7750,10.190.4.172,7x50_Standard_IPMEAN_port_queues
TORDIA-DIFCHT6125-GB,7750,10.190.4.173,7x50_Standard_IPMEAN_port_queues
ALBOLI-MEX9700-CB,7750,10.190.4.174,7x50_Standard_IPMEAN_port_queues
ALBOLI-MEX9700-EB,7750,10.190.4.175,7x50_Standard_IPMEAN_port_queues
TPC-R16-EA,7750,10.190.4.64,7x50_Standard_IPMEAN_port_queues
TPC-R16-EB,7750,10.190.4.65,7x50_Standard_IPMEAN_port_queues
MXJALTEM0866RTCORE01,7750,10.190.4.91,7x50_Standard_IPMEAN_port_queues
